"","regionCode","groupID","indicatorID","N","value"
"175","TR2",2,20,249,3
"176","TR2",2,30,231,36
"177","TR2",2,50,159,56
"178","TR2",2,57,208,72
"179","TR2",2,58,282,95
"180","TR2",2,108,295,78
"181","TR2",3,10,271,44
"182","TR2",3,12,274,48
"183","TR2",3,13,161,31
"184","TR2",3,20,282,42
"185","TR2",3,30,193,30
"186","TR2",3,50,229,15
"187","TR2",3,57,256,36
"188","TR2",3,58,226,89
"189","TR2",3,108,218,2
"190","TR2",6,10,217,66
"191","TR2",6,12,153,69
"192","TR2",6,13,284,59
"193","TR2",6,20,152,54
"194","TR2",6,30,241,19
"195","TR2",6,50,190,23
"196","TR2",6,57,258,49
"197","TR2",6,58,154,37
"198","TR2",6,108,268,22
"199","TR2",7,10,205,25
"200","TR2",7,12,237,19
"201","TR2",7,13,165,37
"202","TR2",7,20,154,69
"203","TR2",7,30,275,97
"204","TR2",7,50,200,16
"205","TR2",7,57,210,56
"206","TR2",7,58,248,88
"207","TR2",7,108,161,85
"208","TR2",12,10,270,80
"209","TR2",12,12,193,31
"210","TR2",12,13,272,26
"211","TR2",12,20,229,3
"212","TR2",12,30,173,97
"213","TR2",12,50,256,73
"214","TR2",12,57,243,62
"215","TR2",12,58,295,63
"216","TR2",12,108,207,16
"217","TR2",13,10,272,41
"218","TR2",13,12,264,93
"219","TR2",13,13,226,70
"220","TR2",13,20,185,7
"221","TR2",13,30,300,23
"222","TR2",13,50,236,8
"223","TR2",13,57,255,2
"224","TR2",13,58,224,56
"225","TR2",13,108,280,67
"226","TR2",15,10,226,93
"227","TR2",15,12,211,26
"228","TR2",15,13,188,97
"229","TR2",15,20,246,71
"230","TR2",15,30,211,5
"231","TR2",15,50,275,67
"232","TR2",15,57,192,41
"233","TR2",15,58,164,8
"234","TR2",15,108,163,79
"235","TR2",18,10,277,15
"236","TR2",18,12,265,78
"237","TR2",18,13,178,13
"238","TR2",18,20,218,23
"239","TR2",18,30,157,2
"240","TR2",18,50,212,87
"241","TR2",18,57,189,89
"242","TR2",18,58,167,72
"243","TR2",18,108,257,21
"244","TR2",19,10,201,15
"245","TR2",19,12,275,47
"246","TR2",19,13,217,99
"247","TR2",19,20,171,24
"248","TR2",19,30,256,35
"249","TR2",19,50,246,92
"250","TR2",19,57,161,72
"251","TR2",19,58,252,70
"252","TR2",19,108,277,40
"253","TR2",4,10,216,13
"254","TR2",4,12,161,28
"255","TR2",4,13,290,93
"256","TR2",4,20,214,20
"257","TR2",4,30,276,20
"258","TR2",4,50,280,82
"259","TR2",4,57,156,91
"260","TR2",4,58,274,98
"261","TR2",4,108,291,94
"262","TR2",11,10,275,8
"263","TR2",11,12,297,7
"264","TR2",11,13,259,2
"265","TR2",11,20,153,57
"266","TR2",11,30,162,68
"267","TR2",11,50,210,17
"268","TR2",11,57,247,62
"269","TR2",11,58,163,70
"270","TR2",11,108,219,86
"271","TR2",8,10,170,65
"272","TR2",8,12,245,82
"273","TR2",8,13,296,27
"274","TR2",8,20,167,89
"275","TR2",8,30,284,43
"276","TR2",8,50,252,75
"277","TR2",8,57,179,49
"278","TR2",8,58,176,76
"279","TR2",8,108,281,67
"280","TR2",9,10,270,82
"281","TR2",9,12,280,14
"282","TR2",9,13,189,56
"283","TR2",9,20,259,69
"284","TR2",9,30,291,88
"285","TR2",9,50,162,97
"286","TR2",9,57,237,57
"287","TR2",9,58,283,29
"288","TR2",9,108,182,71
"289","TR2",10,10,299,28
"290","TR2",10,12,178,58
"291","TR2",10,13,151,62
"292","TR2",10,20,208,12
"293","TR2",10,30,204,24
"294","TR2",10,50,270,63
"295","TR2",10,57,230,17
"296","TR2",10,58,294,87
"297","TR2",10,108,212,4
"298","TR2",14,10,154,27
"299","TR2",14,12,190,63
"300","TR2",14,13,181,88
"301","TR2",14,20,286,49
"302","TR2",14,30,266,3
"303","TR2",14,50,167,94
"304","TR2",14,57,220,54
"305","TR2",14,58,159,1
"306","TR2",14,108,195,7
"307","TR2",16,10,245,67
"308","TR2",16,12,274,33
"309","TR2",16,13,186,42
"310","TR2",16,20,240,69
"311","TR2",16,30,177,83
"312","TR2",16,50,244,27
"313","TR2",16,57,229,61
"314","TR2",16,58,246,93
"315","TR2",16,108,293,50
"316","TR2",17,10,292,99
"317","TR2",17,12,299,53
"318","TR2",17,13,288,14
"319","TR2",17,20,206,79
"320","TR2",17,30,172,28
"321","TR2",17,50,228,79
"322","TR2",17,57,260,25
"323","TR2",17,58,210,40
"324","TR2",17,108,157,38
"325","TR2",1,10,249,33
"326","TR2",1,12,287,65
"327","TR2",1,13,182,62
"328","TR2",1,20,185,66
"329","TR2",1,30,201,36
"330","TR2",1,50,218,26
"331","TR2",1,57,231,56
"332","TR2",1,58,193,4
"333","TR2",1,108,206,91
"334","TR2",5,10,154,77
"335","TR2",5,12,152,4
"336","TR2",5,13,281,80
"337","TR2",5,20,182,36
"338","TR2",5,30,172,45
"339","TR2",5,50,176,2
"340","TR2",5,57,170,35
"341","TR2",5,58,221,38
"342","TR2",5,108,290,32
"343","TR3",2,10,253,16
"344","TR3",2,12,283,41
"345","TR3",2,13,252,81
"346","TR3",2,20,215,71
"347","TR3",2,30,240,37
"348","TR3",2,50,218,19
"349","TR3",2,57,211,20
"350","TR3",2,58,223,96
"351","TR3",2,108,168,98
"352","TR3",3,10,236,27
"353","TR3",3,12,210,5
"354","TR3",3,13,206,91
"355","TR3",3,20,241,58
"356","TR3",3,30,269,58
"357","TR3",3,50,267,31
"358","TR3",3,57,159,91
"359","TR3",3,58,281,53
"360","TR3",3,108,242,66
"361","TR3",6,10,286,17
"362","TR3",6,12,258,32
"363","TR3",6,13,182,38
"364","TR3",6,20,247,2
"365","TR3",6,30,171,21
"366","TR3",6,50,189,9
"367","TR3",6,57,181,75
"368","TR3",6,58,250,83
"369","TR3",6,108,274,94
"370","TR3",7,10,205,81
"371","TR3",7,12,240,50
"372","TR3",7,13,189,6
"373","TR3",7,20,288,87
"374","TR3",7,30,175,20
"375","TR3",7,50,299,80
"376","TR3",7,57,171,6
"377","TR3",7,58,190,31
"378","TR3",7,108,289,1
"379","TR3",12,10,276,64
"380","TR3",12,12,199,89
"381","TR3",12,13,215,63
"382","TR3",12,20,208,61
"383","TR3",12,30,221,8
"384","TR3",12,50,161,21
"385","TR3",12,57,180,25
"386","TR3",12,58,283,67
"387","TR3",12,108,245,29
"388","TR3",13,10,291,62
"389","TR3",13,12,255,65
"390","TR3",13,13,211,80
"391","TR3",13,20,191,4
"392","TR3",13,30,202,26
"393","TR3",13,50,266,37
"394","TR3",13,57,175,33
"395","TR3",13,58,161,59
"396","TR3",13,108,180,79
"397","TR3",15,10,209,25
"398","TR3",15,12,189,28
"399","TR3",15,13,250,14
"400","TR3",15,20,188,32
"401","TR3",15,30,273,80
"402","TR3",15,50,171,21
"403","TR3",15,57,154,91
"404","TR3",15,58,207,36
"405","TR3",15,108,261,52
"406","TR3",18,10,191,54
"407","TR3",18,12,184,26
"408","TR3",18,13,264,41
"409","TR3",18,20,251,60
"410","TR3",18,30,194,90
"411","TR3",18,50,251,10
"412","TR3",18,57,260,55
"413","TR3",18,58,196,1
"414","TR3",18,108,169,66
"415","TR3",19,10,164,53
"416","TR3",19,12,190,44
"417","TR3",19,13,207,56
"418","TR3",19,20,293,42
"419","TR3",19,30,271,8
"420","TR3",19,50,182,77
"421","TR3",19,57,203,28
"422","TR3",19,58,244,7
"423","TR3",19,108,153,96
"424","TR3",4,10,289,61
"425","TR3",4,12,165,20
"426","TR3",4,13,272,89
"427","TR3",4,20,281,14
"428","TR3",4,30,212,9
"429","TR3",4,50,292,64
"430","TR3",4,57,247,66
"431","TR3",4,58,150,54
"432","TR3",4,108,220,37
"433","TR3",11,10,233,36
"434","TR3",11,12,212,54
"435","TR3",11,13,253,97
"436","TR3",11,20,156,77
"437","TR3",11,30,203,9
"438","TR3",11,50,295,11
"439","TR3",11,57,188,59
"440","TR3",11,58,274,19
"441","TR3",11,108,228,77
"442","TR3",8,10,219,44
"443","TR3",8,12,215,26
"444","TR3",8,13,167,15
"445","TR3",8,20,216,49
"446","TR3",8,30,240,66
"447","TR3",8,50,167,10
"448","TR3",8,57,204,97
"449","TR3",8,58,278,83
"450","TR3",8,108,213,60
"451","TR3",9,10,166,3
"452","TR3",9,12,180,83
"453","TR3",9,13,155,97
"454","TR3",9,20,266,79
"455","TR3",9,30,167,84
"456","TR3",9,50,293,3
"457","TR3",9,57,162,26
"458","TR3",9,58,166,88
"459","TR3",9,108,240,25
"460","TR3",10,10,199,99
"461","TR3",10,12,155,23
"462","TR3",10,13,275,95
"463","TR3",10,20,216,97
"464","TR3",10,30,236,26
"465","TR3",10,50,255,28
"466","TR3",10,57,172,31
"467","TR3",10,58,199,69
"468","TR3",10,108,228,75
"469","TR3",14,10,262,36
"470","TR3",14,12,183,66
"471","TR3",14,13,260,63
"472","TR3",14,20,247,47
"473","TR3",14,30,258,26
"474","TR3",14,50,298,37
"475","TR3",14,57,237,23
"476","TR3",14,58,209,95
"477","TR3",14,108,289,21
"478","TR3",16,10,192,84
"479","TR3",16,12,232,88
"480","TR3",16,13,261,70
"481","TR3",16,20,180,99
"482","TR3",16,30,234,37
"483","TR3",16,50,279,54
"484","TR3",16,57,293,70
"485","TR3",16,58,231,3
"486","TR3",16,108,196,77
"487","TR3",17,10,257,88
"488","TR3",17,12,212,99
"489","TR3",17,13,186,61
"490","TR3",17,20,215,63
"491","TR3",17,30,196,2
"492","TR3",17,50,244,22
"493","TR3",17,57,282,47
"494","TR3",17,58,213,70
"495","TR3",17,108,205,86
"496","TR3",1,10,230,10
"497","TR3",1,12,157,32
"498","TR3",1,13,252,80
"499","TR3",1,20,231,98
"500","TR3",1,30,152,26
"501","TR3",1,50,173,7
"502","TR3",1,57,165,73
"503","TR3",1,58,201,98
"504","TR3",1,108,201,5
"505","TR3",5,10,250,48
"506","TR3",5,12,222,89
"507","TR3",5,13,238,80
"508","TR3",5,20,240,3
"509","TR3",5,30,156,55
"510","TR3",5,50,279,35
"511","TR3",5,57,239,37
"512","TR3",5,58,269,34
"513","TR3",5,108,290,76
"514","TR4",2,10,160,7
"515","TR4",2,12,243,3
"516","TR4",2,13,164,62
"517","TR4",2,20,237,39
"518","TR4",2,30,283,2
"519","TR4",2,50,213,82
"520","TR4",2,57,157,63
"521","TR4",2,58,258,7
"522","TR4",2,108,251,22
"523","TR4",3,10,286,66
"524","TR4",3,12,216,80
"525","TR4",3,13,180,47
"526","TR4",3,20,275,20
"527","TR4",3,30,157,6
"528","TR4",3,50,180,96
"529","TR4",3,57,223,41
"530","TR4",3,58,209,11
"531","TR4",3,108,187,72
"532","TR4",6,10,151,31
"533","TR4",6,12,263,55
"534","TR4",6,13,175,67
"535","TR4",6,20,205,31
"536","TR4",6,30,299,89
"537","TR4",6,50,150,35
"538","TR4",6,57,175,64
"539","TR4",6,58,189,17
"540","TR4",6,108,217,63
"541","TR4",7,10,222,98
"542","TR4",7,12,225,67
"543","TR4",7,13,153,36
"544","TR4",7,20,204,44
"545","TR4",7,30,280,3
"546","TR4",7,50,185,11
"547","TR4",7,57,243,67
"548","TR4",7,58,297,98
"549","TR4",7,108,234,28
"550","TR4",12,10,224,5
"551","TR4",12,12,278,48
"552","TR4",12,13,279,92
"553","TR4",12,20,274,17
"554","TR4",12,30,285,75
"555","TR4",12,50,189,58
"556","TR4",12,57,273,35
"557","TR4",12,58,200,55
"558","TR4",12,108,258,32
"559","TR4",13,10,166,71
"560","TR4",13,12,232,56
"561","TR4",13,13,212,49
"562","TR4",13,20,297,74
"563","TR4",13,30,268,90
"564","TR4",13,50,257,21
"565","TR4",13,57,151,54
"566","TR4",13,58,201,73
"567","TR4",13,108,276,57
"568","TR4",15,10,212,56
"569","TR4",15,12,242,80
"570","TR4",15,13,237,67
"571","TR4",15,20,228,53
"572","TR4",15,30,282,9
"573","TR4",15,50,283,72
"574","TR4",15,57,185,49
"575","TR4",15,58,261,97
"576","TR4",15,108,155,92
"577","TR4",18,10,229,23
"578","TR4",18,12,209,34
"579","TR4",18,13,190,90
"580","TR4",18,20,205,74
"581","TR4",18,30,228,88
"582","TR4",18,50,262,13
"583","TR4",18,57,281,1
"584","TR4",18,58,281,81
"585","TR4",18,108,219,25
"586","TR4",19,10,268,87
"587","TR4",19,12,253,35
"588","TR4",19,13,255,7
"589","TR4",19,20,276,100
"590","TR4",19,30,206,64
"591","TR4",19,50,185,32
"592","TR4",19,57,263,49
"593","TR4",19,58,284,46
"594","TR4",19,108,192,8
"595","TR4",4,10,250,75
"596","TR4",4,12,173,24
"597","TR4",4,13,268,62
"598","TR4",4,20,258,77
"599","TR4",4,30,300,17
"600","TR4",4,50,284,24
"601","TR4",4,57,266,18
"602","TR4",4,58,230,24
"603","TR4",4,108,191,22
"604","TR4",11,10,157,35
"605","TR4",11,12,231,27
"606","TR4",11,13,171,81
"607","TR4",11,20,295,77
"608","TR4",11,30,240,84
"609","TR4",11,50,269,71
"610","TR4",11,57,176,11
"611","TR4",11,58,181,25
"612","TR4",11,108,240,50
"613","TR4",8,10,199,30
"614","TR4",8,12,174,68
"615","TR4",8,13,193,65
"616","TR4",8,20,286,69
"617","TR4",8,30,239,76
"618","TR4",8,50,287,53
"619","TR4",8,57,164,73
"620","TR4",8,58,219,22
"621","TR4",8,108,280,97
"622","TR4",9,10,235,33
"623","TR4",9,12,166,94
"624","TR4",9,13,153,96
"625","TR4",9,20,167,7
"626","TR4",9,30,298,21
"627","TR4",9,50,200,75
"628","TR4",9,57,233,47
"629","TR4",9,58,175,77
"630","TR4",9,108,204,84
"631","TR4",10,10,276,84
"632","TR4",10,12,283,37
"633","TR4",10,13,228,41
"634","TR4",10,20,216,60
"635","TR4",10,30,248,92
"636","TR4",10,50,155,99
"637","TR4",10,57,159,27
"638","TR4",10,58,279,76
"639","TR4",10,108,284,13
"640","TR4",14,10,192,21
"641","TR4",14,12,258,100
"642","TR4",14,13,273,73
"643","TR4",14,20,182,24
"644","TR4",14,30,298,97
"645","TR4",14,50,246,22
"646","TR4",14,57,199,57
"647","TR4",14,58,172,63
"648","TR4",14,108,234,16
"649","TR4",16,10,177,43
"650","TR4",16,12,161,38
"651","TR4",16,13,254,38
"652","TR4",16,20,169,96
"653","TR4",16,30,237,43
"654","TR4",16,50,245,43
"655","TR4",16,57,207,11
"656","TR4",16,58,151,32
"657","TR4",16,108,252,96
"658","TR4",17,10,290,87
"659","TR4",17,12,204,77
"660","TR4",17,13,294,99
"661","TR4",17,20,214,40
"662","TR4",17,30,191,9
"663","TR4",17,50,153,100
"664","TR4",17,57,268,30
"665","TR4",17,58,211,53
"666","TR4",17,108,258,66
"667","TR4",1,10,151,27
"668","TR4",1,12,277,26
"669","TR4",1,13,189,69
"670","TR4",1,20,269,86
"671","TR4",1,30,203,79
"672","TR4",1,50,299,93
"673","TR4",1,57,180,31
"674","TR4",1,58,218,72
"675","TR4",1,108,257,36
"676","TR4",5,10,178,3
"677","TR4",5,12,174,37
"678","TR4",5,13,245,63
"679","TR4",5,20,224,46
"680","TR4",5,30,290,20
"681","TR4",5,50,202,36
"682","TR4",5,57,247,66
"683","TR4",5,58,257,28
"684","TR4",5,108,183,59
"685","TR5",2,10,181,80
"686","TR5",2,12,286,64
"687","TR5",2,13,153,47
"688","TR5",2,20,240,99
"689","TR5",2,30,293,12
"690","TR5",2,50,154,94
"691","TR5",2,57,203,100
"692","TR5",2,58,246,4
"693","TR5",2,108,172,71
"694","TR5",3,10,223,56
"695","TR5",3,12,221,53
"696","TR5",3,13,250,66
"697","TR5",3,20,157,33
"698","TR5",3,30,152,48
"699","TR5",3,50,247,2
"700","TR5",3,57,284,33
"701","TR5",3,58,260,45
"702","TR5",3,108,176,35
"703","TR5",6,10,252,96
"704","TR5",6,12,228,69
"705","TR5",6,13,171,20
"706","TR5",6,20,192,90
"707","TR5",6,30,271,69
"708","TR5",6,50,267,54
"709","TR5",6,57,239,11
"710","TR5",6,58,268,38
"711","TR5",6,108,231,13
"712","TR5",7,10,192,46
"713","TR5",7,12,201,70
"714","TR5",7,13,270,4
"715","TR5",7,20,291,54
"716","TR5",7,30,202,60
"717","TR5",7,50,153,16
"718","TR5",7,57,289,79
"719","TR5",7,58,269,5
"720","TR5",7,108,212,90
"721","TR5",12,10,222,63
"722","TR5",12,12,292,35
"723","TR5",12,13,192,55
"724","TR5",12,20,238,5
"725","TR5",12,30,288,66
"726","TR5",12,50,220,55
"727","TR5",12,57,275,82
"728","TR5",12,58,247,14
"729","TR5",12,108,155,19
"730","TR5",13,10,298,75
"731","TR5",13,12,165,48
"732","TR5",13,13,215,15
"733","TR5",13,20,230,56
"734","TR5",13,30,273,13
"735","TR5",13,50,156,68
"736","TR5",13,57,175,83
"737","TR5",13,58,184,33
"738","TR5",13,108,196,87
"739","TR5",15,10,258,40
"740","TR5",15,12,262,87
"741","TR5",15,13,266,7
"742","TR5",15,20,264,95
"743","TR5",15,30,239,51
"744","TR5",15,50,266,44
"745","TR5",15,57,246,7
"746","TR5",15,58,200,62
"747","TR5",15,108,300,65
"748","TR5",18,10,240,42
"749","TR5",18,12,199,70
"750","TR5",18,13,265,54
"751","TR5",18,20,214,53
"752","TR5",18,30,288,96
"753","TR5",18,50,228,64
"754","TR5",18,57,256,74
"755","TR5",18,58,166,8
"756","TR5",18,108,152,76
"757","TR5",19,10,184,22
"758","TR5",19,12,240,99
"759","TR5",19,13,206,78
"760","TR5",19,20,299,12
"761","TR5",19,30,242,87
"762","TR5",19,50,157,18
"763","TR5",19,57,295,29
"764","TR5",19,58,160,48
"765","TR5",19,108,169,20
"766","TR5",4,10,224,12
"767","TR5",4,12,293,24
"768","TR5",4,13,254,47
"769","TR5",4,20,260,81
"770","TR5",4,30,252,20
"771","TR5",4,50,275,69
"772","TR5",4,57,178,5
"773","TR5",4,58,293,58
"774","TR5",4,108,248,74
"775","TR5",11,10,202,26
"776","TR5",11,12,242,89
"777","TR5",11,13,237,73
"778","TR5",11,20,159,45
"779","TR5",11,30,224,74
"780","TR5",11,50,260,16
"781","TR5",11,57,198,15
"782","TR5",11,58,196,18
"783","TR5",11,108,202,96
"784","TR5",8,10,232,23
"785","TR5",8,12,154,60
"786","TR5",8,13,156,56
"787","TR5",8,20,254,93
"788","TR5",8,30,252,51
"789","TR5",8,50,295,69
"790","TR5",8,57,159,92
"791","TR5",8,58,247,26
"792","TR5",8,108,168,36
"793","TR5",9,10,236,61
"794","TR5",9,12,175,71
"795","TR5",9,13,274,84
"796","TR5",9,20,229,48
"797","TR5",9,30,247,13
"798","TR5",9,50,150,31
"799","TR5",9,57,284,54
"800","TR5",9,58,228,75
"801","TR5",9,108,215,53
"802","TR5",10,10,194,67
"803","TR5",10,12,233,30
"804","TR5",10,13,227,57
"805","TR5",10,20,262,94
"806","TR5",10,30,226,63
"807","TR5",10,50,187,10
"808","TR5",10,57,168,90
"809","TR5",10,58,252,62
"810","TR5",10,108,283,56
"811","TR5",14,10,230,35
"812","TR5",14,12,175,4
"813","TR5",14,13,266,25
"814","TR5",14,20,225,5
"815","TR5",14,30,290,24
"816","TR5",14,50,250,67
"817","TR5",14,57,250,72
"818","TR5",14,58,234,48
"819","TR5",14,108,228,56
"820","TR5",16,10,206,63
"821","TR5",16,12,172,41
"822","TR5",16,13,196,79
"823","TR5",16,20,195,29
"824","TR5",16,30,287,33
"825","TR5",16,50,221,28
"826","TR5",16,57,225,98
"827","TR5",16,58,196,15
"828","TR5",16,108,260,73
"829","TR5",17,10,170,2
"830","TR5",17,12,168,41
"831","TR5",17,13,229,63
"832","TR5",17,20,265,47
"833","TR5",17,30,265,67
"834","TR5",17,50,172,87
"835","TR5",17,57,174,45
"836","TR5",17,58,155,56
"837","TR5",17,108,170,77
"838","TR5",1,10,177,15
"839","TR5",1,12,194,70
"840","TR5",1,13,279,62
"841","TR5",1,20,288,88
"842","TR5",1,30,183,16
"843","TR5",1,50,242,92
"844","TR5",1,57,207,92
"845","TR5",1,58,266,60
"846","TR5",1,108,158,17
"847","TR5",5,10,182,13
"848","TR5",5,12,174,21
"849","TR5",5,13,256,1
"850","TR5",5,20,222,86
"851","TR5",5,30,256,63
"852","TR5",5,50,249,58
"853","TR5",5,57,152,89
"854","TR5",5,58,154,49
"855","TR5",5,108,291,17
"856","TR6",2,10,283,84
"857","TR6",2,12,286,66
"858","TR6",2,13,288,44
"859","TR6",2,20,203,93
"860","TR6",2,30,224,98
"861","TR6",2,50,290,42
"862","TR6",2,57,190,28
"863","TR6",2,58,190,43
"864","TR6",2,108,266,12
"865","TR6",3,10,214,1
"866","TR6",3,12,161,57
"867","TR6",3,13,174,31
"868","TR6",3,20,276,14
"869","TR6",3,30,265,48
"870","TR6",3,50,158,42
"871","TR6",3,57,215,7
"872","TR6",3,58,169,41
"873","TR6",3,108,297,9
"874","TR6",6,10,173,100
"875","TR6",6,12,233,79
"876","TR6",6,13,264,86
"877","TR6",6,20,213,78
"878","TR6",6,30,269,85
"879","TR6",6,50,284,65
"880","TR6",6,57,216,29
"881","TR6",6,58,193,25
"882","TR6",6,108,292,89
"883","TR6",7,10,194,32
"884","TR6",7,12,272,34
"885","TR6",7,13,221,33
"886","TR6",7,20,242,14
"887","TR6",7,30,187,62
"888","TR6",7,50,164,46
"889","TR6",7,57,234,3
"890","TR6",7,58,258,24
"891","TR6",7,108,240,24
"892","TR6",12,10,292,91
"893","TR6",12,12,153,9
"894","TR6",12,13,186,26
"895","TR6",12,20,176,94
"896","TR6",12,30,233,41
"897","TR6",12,50,219,10
"898","TR6",12,57,208,56
"899","TR6",12,58,165,48
"900","TR6",12,108,198,23
"901","TR6",13,10,292,4
"902","TR6",13,12,162,64
"903","TR6",13,13,211,44
"904","TR6",13,20,299,89
"905","TR6",13,30,182,69
"906","TR6",13,50,243,29
"907","TR6",13,57,268,9
"908","TR6",13,58,227,88
"909","TR6",13,108,202,17
"910","TR6",15,10,264,68
"911","TR6",15,12,151,88
"912","TR6",15,13,237,21
"913","TR6",15,20,209,35
"914","TR6",15,30,164,63
"915","TR6",15,50,278,62
"916","TR6",15,57,179,46
"917","TR6",15,58,259,65
"918","TR6",15,108,153,36
"919","TR6",18,10,253,64
"920","TR6",18,12,244,97
"921","TR6",18,13,265,74
"922","TR6",18,20,271,68
"923","TR6",18,30,293,60
"924","TR6",18,50,221,6
"925","TR6",18,57,232,88
"926","TR6",18,58,222,6
"927","TR6",18,108,183,29
"928","TR6",19,10,252,59
"929","TR6",19,12,253,51
"930","TR6",19,13,262,93
