"","regionCode","groupID","indicatorID","N","value"
"77","TR1",4,52,288,57
"78","TR1",4,64,173,33
"79","TR1",4,82,249,65
"80","TR1",4,107,298,72
"81","TR1",11,16,198,9
"82","TR1",11,17,215,31
"83","TR1",11,22,296,59
"84","TR1",11,43,248,49
"85","TR1",11,52,198,96
"86","TR1",11,64,287,57
"87","TR1",11,82,271,93
"88","TR1",11,107,169,77
"89","TR1",8,16,226,70
"90","TR1",8,17,266,5
"91","TR1",8,22,189,85
"92","TR1",8,43,248,92
"93","TR1",8,52,276,16
"94","TR1",8,64,253,73
"95","TR1",8,82,288,34
"96","TR1",8,107,277,66
"97","TR1",9,16,222,50
"98","TR1",9,17,163,90
"99","TR1",9,22,151,72
"100","TR1",9,43,259,69
"101","TR1",9,52,151,18
"102","TR1",9,64,284,43
"103","TR1",9,82,250,57
"104","TR1",9,107,215,93
"105","TR1",10,16,219,78
"106","TR1",10,17,181,67
"107","TR1",10,22,165,85
"108","TR1",10,43,165,94
"109","TR1",10,52,182,31
"110","TR1",10,64,196,48
"111","TR1",10,82,230,93
"112","TR1",10,107,275,72
"113","TR1",14,16,162,47
"114","TR1",14,17,247,89
"115","TR1",14,22,276,35
"116","TR1",14,43,160,38
"117","TR1",14,52,173,15
"118","TR1",14,64,158,81
"119","TR1",14,82,152,35
"120","TR1",14,107,191,59
"121","TR1",16,16,228,97
"122","TR1",16,17,195,60
"123","TR1",16,22,204,37
"124","TR1",16,43,269,32
"125","TR1",16,52,191,13
"126","TR1",16,64,168,94
"127","TR1",16,82,187,60
"128","TR1",16,107,185,35
"129","TR1",17,16,272,2
"130","TR1",17,17,242,77
"131","TR1",17,22,170,9
"132","TR1",17,43,240,63
"133","TR1",17,52,284,8
"134","TR1",17,64,278,69
"135","TR1",17,82,291,13
"136","TR1",17,107,205,17
"137","TR1",1,16,267,32
"138","TR1",1,17,263,97
"139","TR1",1,22,257,91
"140","TR1",1,43,286,34
"141","TR1",1,52,180,48
"142","TR1",1,64,167,52
"143","TR1",1,82,284,14
"144","TR1",1,107,277,98
"145","TR1",5,16,247,96
"146","TR1",5,17,267,62
"147","TR1",5,22,173,99
"148","TR1",5,43,227,62
"149","TR1",5,52,265,92
"150","TR1",5,64,158,64
"151","TR1",5,82,221,48
"152","TR1",5,107,183,3
"153","TR2",2,16,161,84
"154","TR2",2,17,239,23
"155","TR2",2,22,204,21
"156","TR2",2,43,297,37
"157","TR2",2,52,186,90
"158","TR2",2,64,208,73
"159","TR2",2,82,269,50
"160","TR2",2,107,225,73
"161","TR2",3,16,267,89
"162","TR2",3,17,204,100
"163","TR2",3,22,243,78
"164","TR2",3,43,251,74
"165","TR2",3,52,177,23
"166","TR2",3,64,222,66
"167","TR2",3,82,247,78
"168","TR2",3,107,187,59
"169","TR2",6,16,202,46
"170","TR2",6,17,256,50
"171","TR2",6,22,190,8
"172","TR2",6,43,290,81
"173","TR2",6,52,254,24
"174","TR2",6,64,271,18
"175","TR2",6,82,156,22
"176","TR2",6,107,248,35
"177","TR2",7,16,226,27
"178","TR2",7,17,288,50
"179","TR2",7,22,232,71
"180","TR2",7,43,213,29
"181","TR2",7,52,214,67
"182","TR2",7,64,258,11
"183","TR2",7,82,250,83
"184","TR2",7,107,153,67
"185","TR2",12,16,198,90
"186","TR2",12,17,164,60
"187","TR2",12,22,174,65
"188","TR2",12,43,174,28
"189","TR2",12,52,244,19
"190","TR2",12,64,173,34
"191","TR2",12,82,247,24
"192","TR2",12,107,153,100
"193","TR2",13,16,156,19
"194","TR2",13,17,269,80
"195","TR2",13,22,171,21
"196","TR2",13,43,253,93
"197","TR2",13,52,198,63
"198","TR2",13,64,295,30
"199","TR2",13,82,192,100
"200","TR2",13,107,221,100
"201","TR2",15,16,233,70
"202","TR2",15,17,215,19
"203","TR2",15,22,162,56
"204","TR2",15,43,274,62
"205","TR2",15,52,155,6
"206","TR2",15,64,191,61
"207","TR2",15,82,241,59
"208","TR2",15,107,228,5
"209","TR2",18,16,205,6
"210","TR2",18,17,223,72
"211","TR2",18,22,191,39
"212","TR2",18,43,199,41
"213","TR2",18,52,216,54
"214","TR2",18,64,272,60
"215","TR2",18,82,221,48
"216","TR2",18,107,151,19
"217","TR2",19,16,210,87
"218","TR2",19,17,159,74
"219","TR2",19,22,197,42
"220","TR2",19,43,192,6
"221","TR2",19,52,155,81
"222","TR2",19,64,196,60
"223","TR2",19,82,269,14
"224","TR2",19,107,244,47
"225","TR2",4,16,150,80
"226","TR2",4,17,294,65
"227","TR2",4,22,292,62
"228","TR2",4,43,168,72
"229","TR2",4,52,169,58
"230","TR2",4,64,209,6
"231","TR2",4,82,256,34
"232","TR2",4,107,226,52
"233","TR2",11,16,274,54
"234","TR2",11,17,252,46
"235","TR2",11,22,289,4
"236","TR2",11,43,263,34
"237","TR2",11,52,163,60
"238","TR2",11,64,296,32
"239","TR2",11,82,297,15
"240","TR2",11,107,215,67
"241","TR2",8,16,268,67
"242","TR2",8,17,251,78
"243","TR2",8,22,283,51
"244","TR2",8,43,225,49
"245","TR2",8,52,276,73
"246","TR2",8,64,298,98
"247","TR2",8,82,204,28
"248","TR2",8,107,225,33
"249","TR2",9,16,236,89
"250","TR2",9,17,298,70
"251","TR2",9,22,206,15
"252","TR2",9,43,198,2
"253","TR2",9,52,240,96
"254","TR2",9,64,175,80
"255","TR2",9,82,188,63
"256","TR2",9,107,283,69
"257","TR2",10,16,254,3
"258","TR2",10,17,158,55
"259","TR2",10,22,191,19
"260","TR2",10,43,282,30
"261","TR2",10,52,205,20
"262","TR2",10,64,199,66
"263","TR2",10,82,277,62
"264","TR2",10,107,168,85
"265","TR2",14,16,276,1
"266","TR2",14,17,159,100
"267","TR2",14,22,212,55
"268","TR2",14,43,153,92
"269","TR2",14,52,151,42
"270","TR2",14,64,233,44
"271","TR2",14,82,281,82
"272","TR2",14,107,273,35
"273","TR2",16,16,281,6
"274","TR2",16,17,227,58
"275","TR2",16,22,208,14
"276","TR2",16,43,281,29
"277","TR2",16,52,290,100
"278","TR2",16,64,154,29
"279","TR2",16,82,245,26
"280","TR2",16,107,284,31
"281","TR2",17,16,220,46
"282","TR2",17,17,178,76
"283","TR2",17,22,150,94
"284","TR2",17,43,186,81
"285","TR2",17,52,237,20
"286","TR2",17,64,230,44
"287","TR2",17,82,225,61
"288","TR2",17,107,262,46
"289","TR2",1,16,196,25
"290","TR2",1,17,189,25
"291","TR2",1,22,261,33
"292","TR2",1,43,187,95
"293","TR2",1,52,240,62
"294","TR2",1,64,226,100
"295","TR2",1,82,265,7
"296","TR2",1,107,251,24
"297","TR2",5,16,248,90
"298","TR2",5,17,266,83
"299","TR2",5,22,280,28
"300","TR2",5,43,296,10
"301","TR2",5,52,246,61
"302","TR2",5,64,217,36
"303","TR2",5,82,269,79
"304","TR2",5,107,197,43
"305","TR3",2,16,181,38
"306","TR3",2,17,272,57
"307","TR3",2,22,218,7
"308","TR3",2,43,268,42
"309","TR3",2,52,210,67
"310","TR3",2,64,287,27
"311","TR3",2,82,211,7
"312","TR3",2,107,188,64
"313","TR3",3,16,169,24
"314","TR3",3,17,268,24
"315","TR3",3,22,154,11
"316","TR3",3,43,205,75
"317","TR3",3,52,188,5
"318","TR3",3,64,216,85
"319","TR3",3,82,156,76
"320","TR3",3,107,230,55
"321","TR3",6,16,216,80
"322","TR3",6,17,228,99
"323","TR3",6,22,209,4
"324","TR3",6,43,166,82
"325","TR3",6,52,266,61
"326","TR3",6,64,203,90
"327","TR3",6,82,266,55
"328","TR3",6,107,180,11
"329","TR3",7,16,226,2
"330","TR3",7,17,258,35
"331","TR3",7,22,265,1
"332","TR3",7,43,166,52
"333","TR3",7,52,199,8
"334","TR3",7,64,231,51
"335","TR3",7,82,167,99
"336","TR3",7,107,241,40
"337","TR3",12,16,269,85
"338","TR3",12,17,202,17
"339","TR3",12,22,244,69
"340","TR3",12,43,263,76
"341","TR3",12,52,163,53
"342","TR3",12,64,203,23
"343","TR3",12,82,150,83
"344","TR3",12,107,262,57
"345","TR3",13,16,243,84
"346","TR3",13,17,277,60
"347","TR3",13,22,224,85
"348","TR3",13,43,296,46
"349","TR3",13,52,194,66
"350","TR3",13,64,224,33
"351","TR3",13,82,292,84
"352","TR3",13,107,219,32
"353","TR3",15,16,171,27
"354","TR3",15,17,243,69
"355","TR3",15,22,273,92
"356","TR3",15,43,155,50
"357","TR3",15,52,246,100
"358","TR3",15,64,264,24
"359","TR3",15,82,292,4
"360","TR3",15,107,153,4
"361","TR3",18,16,162,50
"362","TR3",18,17,202,8
"363","TR3",18,22,242,18
"364","TR3",18,43,186,99
"365","TR3",18,52,154,15
"366","TR3",18,64,199,21
"367","TR3",18,82,298,20
"368","TR3",18,107,160,85
"369","TR3",19,16,280,53
"370","TR3",19,17,299,73
"371","TR3",19,22,239,55
"372","TR3",19,43,199,88
"373","TR3",19,52,245,32
"374","TR3",19,64,292,69
"375","TR3",19,82,263,74
"376","TR3",19,107,188,29
"377","TR3",4,16,199,11
"378","TR3",4,17,284,81
"379","TR3",4,22,175,81
"380","TR3",4,43,227,1
"381","TR3",4,52,176,84
"382","TR3",4,64,222,87
"383","TR3",4,82,185,65
"384","TR3",4,107,225,55
"385","TR3",11,16,280,72
"386","TR3",11,17,212,95
"387","TR3",11,22,174,31
"388","TR3",11,43,270,11
"389","TR3",11,52,283,41
"390","TR3",11,64,262,1
"391","TR3",11,82,255,15
"392","TR3",11,107,215,42
"393","TR3",8,16,287,41
"394","TR3",8,17,246,22
"395","TR3",8,22,226,18
"396","TR3",8,43,174,92
"397","TR3",8,52,267,28
"398","TR3",8,64,234,81
"399","TR3",8,82,166,60
"400","TR3",8,107,212,73
"401","TR3",9,16,194,17
"402","TR3",9,17,263,75
"403","TR3",9,22,264,39
"404","TR3",9,43,163,10
"405","TR3",9,52,270,66
"406","TR3",9,64,235,36
"407","TR3",9,82,197,68
"408","TR3",9,107,183,99
"409","TR3",10,16,165,51
"410","TR3",10,17,230,31
"411","TR3",10,22,231,33
"412","TR3",10,43,208,32
"413","TR3",10,52,235,35
"414","TR3",10,64,188,7
"415","TR3",10,82,154,66
"416","TR3",10,107,172,82
"417","TR3",14,16,240,22
"418","TR3",14,17,246,87
"419","TR3",14,22,169,5
"420","TR3",14,43,233,70
"421","TR3",14,52,225,87
"422","TR3",14,64,193,4
"423","TR3",14,82,295,91
"424","TR3",14,107,178,100
"425","TR3",16,16,216,29
"426","TR3",16,17,275,23
"427","TR3",16,22,205,7
"428","TR3",16,43,293,6
"429","TR3",16,52,250,29
"430","TR3",16,64,235,46
"431","TR3",16,82,241,72
"432","TR3",16,107,255,84
"433","TR3",17,16,200,90
"434","TR3",17,17,219,70
"435","TR3",17,22,254,8
"436","TR3",17,43,207,11
"437","TR3",17,52,238,69
"438","TR3",17,64,259,95
"439","TR3",17,82,242,61
"440","TR3",17,107,200,2
"441","TR3",1,16,276,69
"442","TR3",1,17,153,67
"443","TR3",1,22,234,43
"444","TR3",1,43,211,42
"445","TR3",1,52,187,52
"446","TR3",1,64,256,78
"447","TR3",1,82,291,14
"448","TR3",1,107,241,51
"449","TR3",5,16,182,68
"450","TR3",5,17,219,76
"451","TR3",5,22,255,81
"452","TR3",5,43,162,46
"453","TR3",5,52,169,25
"454","TR3",5,64,160,7
"455","TR3",5,82,184,43
"456","TR3",5,107,275,100
"457","TR4",2,16,225,87
"458","TR4",2,17,248,67
"459","TR4",2,22,205,21
"460","TR4",2,43,182,21
"461","TR4",2,52,225,91
"462","TR4",2,64,295,30
"463","TR4",2,82,245,73
"464","TR4",2,107,166,5
"465","TR4",3,16,281,25
"466","TR4",3,17,190,77
"467","TR4",3,22,206,36
"468","TR4",3,43,235,77
"469","TR4",3,52,170,40
"470","TR4",3,64,275,53
"471","TR4",3,82,267,67
"472","TR4",3,107,295,97
"473","TR4",6,16,151,38
"474","TR4",6,17,280,86
"475","TR4",6,22,280,12
"476","TR4",6,43,226,68
"477","TR4",6,52,263,66
"478","TR4",6,64,281,86
"479","TR4",6,82,186,83
"480","TR4",6,107,192,59
"481","TR4",7,16,240,88
"482","TR4",7,17,225,32
"483","TR4",7,22,267,48
"484","TR4",7,43,281,85
"485","TR4",7,52,207,69
"486","TR4",7,64,214,59
"487","TR4",7,82,258,18
"488","TR4",7,107,229,81
"489","TR4",12,16,269,29
"490","TR4",12,17,264,59
"491","TR4",12,22,195,79
"492","TR4",12,43,186,6
"493","TR4",12,52,242,88
"494","TR4",12,64,286,19
"495","TR4",12,82,219,97
"496","TR4",12,107,173,52
"497","TR4",13,16,284,9
"498","TR4",13,17,287,52
"499","TR4",13,22,239,33
"500","TR4",13,43,234,100
"501","TR4",13,52,260,91
"502","TR4",13,64,184,89
"503","TR4",13,82,197,42
"504","TR4",13,107,273,86
"505","TR4",15,16,264,93
"506","TR4",15,17,231,33
"507","TR4",15,22,188,39
"508","TR4",15,43,151,32
"509","TR4",15,52,159,42
"510","TR4",15,64,259,88
"511","TR4",15,82,299,87
"512","TR4",15,107,168,78
"513","TR4",18,16,190,22
"514","TR4",18,17,241,22
"515","TR4",18,22,183,6
"516","TR4",18,43,254,95
"517","TR4",18,52,255,21
"518","TR4",18,64,274,88
"519","TR4",18,82,177,35
"520","TR4",18,107,187,93
"521","TR4",19,16,218,30
"522","TR4",19,17,252,85
"523","TR4",19,22,152,75
"524","TR4",19,43,170,79
"525","TR4",19,52,251,60
"526","TR4",19,64,279,53
"527","TR4",19,82,201,7
"528","TR4",19,107,274,25
"529","TR4",4,16,158,19
"530","TR4",4,17,170,45
"531","TR4",4,22,280,47
"532","TR4",4,43,266,20
"533","TR4",4,52,226,36
"534","TR4",4,64,152,79
"535","TR4",4,82,227,22
"536","TR4",4,107,159,49
"537","TR4",11,16,275,43
"538","TR4",11,17,172,45
"539","TR4",11,22,285,69
"540","TR4",11,43,165,86
"541","TR4",11,52,178,74
"542","TR4",11,64,228,90
"543","TR4",11,82,270,83
"544","TR4",11,107,161,82
"545","TR4",8,16,282,51
"546","TR4",8,17,184,88
"547","TR4",8,22,269,51
"548","TR4",8,43,278,19
"549","TR4",8,52,254,28
"550","TR4",8,64,281,75
"551","TR4",8,82,167,18
"552","TR4",8,107,161,95
"553","TR4",9,16,291,94
"554","TR4",9,17,252,86
"555","TR4",9,22,159,17
"556","TR4",9,43,173,50
"557","TR4",9,52,156,89
"558","TR4",9,64,272,47
"559","TR4",9,82,219,53
"560","TR4",9,107,168,98
"561","TR4",10,16,232,88
"562","TR4",10,17,209,46
"563","TR4",10,22,206,100
"564","TR4",10,43,206,80
"565","TR4",10,52,267,50
"566","TR4",10,64,221,89
"567","TR4",10,82,253,67
"568","TR4",10,107,269,15
"569","TR4",14,16,273,69
"570","TR4",14,17,240,71
"571","TR4",14,22,227,6
"572","TR4",14,43,196,37
"573","TR4",14,52,220,61
"574","TR4",14,64,162,48
"575","TR4",14,82,234,61
"576","TR4",14,107,295,58
"577","TR4",16,16,196,43
"578","TR4",16,17,243,45
"579","TR4",16,22,195,94
"580","TR4",16,43,211,62
"581","TR4",16,52,262,87
"582","TR4",16,64,192,4
"583","TR4",16,82,262,1
"584","TR4",16,107,154,79
"585","TR4",17,16,277,95
"586","TR4",17,17,196,16
"587","TR4",17,22,296,39
"588","TR4",17,43,253,73
"589","TR4",17,52,222,61
"590","TR4",17,64,206,97
"591","TR4",17,82,264,48
"592","TR4",17,107,246,32
"593","TR4",1,16,209,63
"594","TR4",1,17,223,18
"595","TR4",1,22,223,51
"596","TR4",1,43,264,26
"597","TR4",1,52,220,55
"598","TR4",1,64,235,99
"599","TR4",1,82,169,75
"600","TR4",1,107,234,15
"601","TR4",5,16,179,93
"602","TR4",5,17,182,11
"603","TR4",5,22,172,32
"604","TR4",5,43,275,15
"605","TR4",5,52,151,49
"606","TR4",5,64,225,65
"607","TR4",5,82,281,67
"608","TR4",5,107,190,12
"609","TR5",2,16,278,14
"610","TR5",2,17,221,29
"611","TR5",2,22,300,12
"612","TR5",2,43,209,97
"613","TR5",2,52,180,32
"614","TR5",2,64,261,55
"615","TR5",2,82,151,14
"616","TR5",2,107,191,84
"617","TR5",3,16,265,9
"618","TR5",3,17,173,75
"619","TR5",3,22,259,95
"620","TR5",3,43,190,22
"621","TR5",3,52,220,66
"622","TR5",3,64,208,84
"623","TR5",3,82,219,1
"624","TR5",3,107,300,86
"625","TR5",6,16,157,3
"626","TR5",6,17,191,88
"627","TR5",6,22,164,30
"628","TR5",6,43,171,44
"629","TR5",6,52,252,36
"630","TR5",6,64,243,78
"631","TR5",6,82,230,8
"632","TR5",6,107,245,66
"633","TR5",7,16,168,61
"634","TR5",7,17,271,54
"635","TR5",7,22,214,51
"636","TR5",7,43,280,49
"637","TR5",7,52,236,73
"638","TR5",7,64,157,27
"639","TR5",7,82,152,82
"640","TR5",7,107,152,34
"641","TR5",12,16,265,86
"642","TR5",12,17,240,47
"643","TR5",12,22,166,36
"644","TR5",12,43,245,45
"645","TR5",12,52,277,14
"646","TR5",12,64,269,24
"647","TR5",12,82,173,84
"648","TR5",12,107,183,13
"649","TR5",13,16,156,70
"650","TR5",13,17,171,23
"651","TR5",13,22,177,16
"652","TR5",13,43,270,79
"653","TR5",13,52,221,92
"654","TR5",13,64,260,89
"655","TR5",13,82,202,14
"656","TR5",13,107,271,93
"657","TR5",15,16,223,35
"658","TR5",15,17,196,74
"659","TR5",15,22,267,34
"660","TR5",15,43,299,84
"661","TR5",15,52,247,78
"662","TR5",15,64,254,82
"663","TR5",15,82,297,38
"664","TR5",15,107,226,13
"665","TR5",18,16,210,100
"666","TR5",18,17,234,19
"667","TR5",18,22,273,9
"668","TR5",18,43,290,69
"669","TR5",18,52,285,79
"670","TR5",18,64,201,68
"671","TR5",18,82,249,18
"672","TR5",18,107,235,72
"673","TR5",19,16,247,56
"674","TR5",19,17,200,31
"675","TR5",19,22,234,69
"676","TR5",19,43,185,22
"677","TR5",19,52,246,7
"678","TR5",19,64,155,67
"679","TR5",19,82,264,43
"680","TR5",19,107,295,87
"681","TR5",4,16,185,98
"682","TR5",4,17,175,43
"683","TR5",4,22,249,16
"684","TR5",4,43,151,19
"685","TR5",4,52,187,38
"686","TR5",4,64,183,91
"687","TR5",4,82,173,88
"688","TR5",4,107,160,66
"689","TR5",11,16,206,5
"690","TR5",11,17,213,16
"691","TR5",11,22,257,19
"692","TR5",11,43,227,95
"693","TR5",11,52,281,11
"694","TR5",11,64,181,62
"695","TR5",11,82,218,96
"696","TR5",11,107,215,32
"697","TR5",8,16,229,12
"698","TR5",8,17,256,12
"699","TR5",8,22,208,30
"700","TR5",8,43,241,33
"701","TR5",8,52,233,49
"702","TR5",8,64,180,9
"703","TR5",8,82,207,50
"704","TR5",8,107,243,25
"705","TR5",9,16,236,18
"706","TR5",9,17,252,98
"707","TR5",9,22,269,3
"708","TR5",9,43,237,24
"709","TR5",9,52,208,62
"710","TR5",9,64,165,70
"711","TR5",9,82,155,32
"712","TR5",9,107,297,94
"713","TR5",10,16,239,95
"714","TR5",10,17,270,97
"715","TR5",10,22,161,68
"716","TR5",10,43,287,43
"717","TR5",10,52,218,25
"718","TR5",10,64,298,6
"719","TR5",10,82,221,88
"720","TR5",10,107,288,73
"721","TR5",14,16,192,54
"722","TR5",14,17,262,82
"723","TR5",14,22,232,77
"724","TR5",14,43,153,38
"725","TR5",14,52,205,21
"726","TR5",14,64,166,11
"727","TR5",14,82,208,13
"728","TR5",14,107,221,62
"729","TR5",16,16,204,62
"730","TR5",16,17,252,62
"731","TR5",16,22,270,21
"732","TR5",16,43,198,57
"733","TR5",16,52,167,78
"734","TR5",16,64,169,23
"735","TR5",16,82,217,24
"736","TR5",16,107,240,49
"737","TR5",17,16,191,40
"738","TR5",17,17,260,7
"739","TR5",17,22,290,95
"740","TR5",17,43,236,85
"741","TR5",17,52,210,30
"742","TR5",17,64,269,69
"743","TR5",17,82,288,35
"744","TR5",17,107,249,95
"745","TR5",1,16,188,39
"746","TR5",1,17,220,45
"747","TR5",1,22,287,1
"748","TR5",1,43,171,10
"749","TR5",1,52,175,52
"750","TR5",1,64,170,44
"751","TR5",1,82,300,49
"752","TR5",1,107,293,14
"753","TR5",5,16,278,9
"754","TR5",5,17,249,16
"755","TR5",5,22,235,30
"756","TR5",5,43,155,7
"757","TR5",5,52,267,45
"758","TR5",5,64,205,4
"759","TR5",5,82,194,32
"760","TR5",5,107,278,41
"761","TR6",2,16,237,17
"762","TR6",2,17,195,63
"763","TR6",2,22,159,23
"764","TR6",2,43,186,10
"765","TR6",2,52,179,58
"766","TR6",2,64,249,68
"767","TR6",2,82,150,34
"768","TR6",2,107,205,3
"769","TR6",3,16,236,38
"770","TR6",3,17,199,34
"771","TR6",3,22,295,76
"772","TR6",3,43,154,10
"773","TR6",3,52,191,19
"774","TR6",3,64,292,33
"775","TR6",3,82,245,61
"776","TR6",3,107,179,39
"777","TR6",6,16,268,60
"778","TR6",6,17,156,6
"779","TR6",6,22,273,80
"780","TR6",6,43,214,47
"781","TR6",6,52,167,83
"782","TR6",6,64,224,14
"783","TR6",6,82,280,82
"784","TR6",6,107,234,20
"785","TR6",7,16,221,93
"786","TR6",7,17,199,29
"787","TR6",7,22,241,74
"788","TR6",7,43,217,71
"789","TR6",7,52,158,99
"790","TR6",7,64,157,94
"791","TR6",7,82,249,44
"792","TR6",7,107,167,7
"793","TR6",12,16,163,5
"794","TR6",12,17,300,25
"795","TR6",12,22,151,44
"796","TR6",12,43,260,52
"797","TR6",12,52,239,26
"798","TR6",12,64,277,15
"799","TR6",12,82,298,52
"800","TR6",12,107,158,3
"801","TR6",13,16,273,55
"802","TR6",13,17,204,73
"803","TR6",13,22,165,15
"804","TR6",13,43,171,48
"805","TR6",13,52,250,1
"806","TR6",13,64,206,93
"807","TR6",13,82,263,100
"808","TR6",13,107,224,68
"809","TR6",15,16,243,90
"810","TR6",15,17,278,93
"811","TR6",15,22,163,34
"812","TR6",15,43,220,53
"813","TR6",15,52,299,97
"814","TR6",15,64,258,26
"815","TR6",15,82,245,31
"816","TR6",15,107,279,10
"817","TR6",18,16,251,14
"818","TR6",18,17,269,30
"819","TR6",18,22,265,23
"820","TR6",18,43,209,48
"821","TR6",18,52,161,58
"822","TR6",18,64,214,26
"823","TR6",18,82,289,58
"824","TR6",18,107,196,1
"825","TR6",19,16,293,40
"826","TR6",19,17,236,75
"827","TR6",19,22,272,18
"828","TR6",19,43,233,6
"829","TR6",19,52,184,43
"830","TR6",19,64,249,56
"831","TR6",19,82,160,72
"832","TR6",19,107,197,21
"833","TR6",4,16,209,1
"834","TR6",4,17,259,55
"835","TR6",4,22,166,93
"836","TR6",4,43,263,6
"837","TR6",4,52,264,85
"838","TR6",4,64,257,53
"839","TR6",4,82,162,35
"840","TR6",4,107,166,97
"841","TR6",11,16,296,3
"842","TR6",11,17,238,47
"843","TR6",11,22,283,79
"844","TR6",11,43,222,91
"845","TR6",11,52,243,31
"846","TR6",11,64,185,78
"847","TR6",11,82,201,74
"848","TR6",11,107,226,42
"849","TR6",8,16,271,98
"850","TR6",8,17,164,49
"851","TR6",8,22,158,58
"852","TR6",8,43,215,54
"853","TR6",8,52,223,33
"854","TR6",8,64,201,63
"855","TR6",8,82,204,21
"856","TR6",8,107,230,18
"857","TR6",9,16,226,82
"858","TR6",9,17,186,28
"859","TR6",9,22,197,72
"860","TR6",9,43,162,100
"861","TR6",9,52,233,1
"862","TR6",9,64,201,93
"863","TR6",9,82,177,6
"864","TR6",9,107,214,97
"865","TR6",10,16,246,76
"866","TR6",10,17,289,33
"867","TR6",10,22,171,13
"868","TR6",10,43,179,21
"869","TR6",10,52,231,99
"870","TR6",10,64,157,83
"871","TR6",10,82,175,26
"872","TR6",10,107,189,93
"873","TR6",14,16,282,88
"874","TR6",14,17,246,26
"875","TR6",14,22,292,45
"876","TR6",14,43,221,73
"877","TR6",14,52,247,90
"878","TR6",14,64,152,59
"879","TR6",14,82,265,80
"880","TR6",14,107,236,75
"881","TR6",16,16,299,20
"882","TR6",16,17,205,32
"883","TR6",16,22,292,24
"884","TR6",16,43,255,76
"885","TR6",16,52,239,92
"886","TR6",16,64,155,74
"887","TR6",16,82,288,3
"888","TR6",16,107,283,85
"889","TR6",17,16,235,9
"890","TR6",17,17,276,73
"891","TR6",17,22,204,54
"892","TR6",17,43,245,55
"893","TR6",17,52,164,59
"894","TR6",17,64,273,36
"895","TR6",17,82,281,93
"896","TR6",17,107,154,38
"897","TR6",1,16,194,29
"898","TR6",1,17,297,27
"899","TR6",1,22,261,82
"900","TR6",1,43,217,60
"901","TR6",1,52,190,30
"902","TR6",1,64,274,7
"903","TR6",1,82,200,59
"904","TR6",1,107,238,33
"905","TR6",5,16,270,30
"906","TR6",5,17,162,22
"907","TR6",5,22,167,98
"908","TR6",5,43,225,45
"909","TR6",5,52,222,97
"910","TR6",5,64,223,94
"911","TR6",5,82,213,51
"912","TR6",5,107,266,56
"913","TR7",2,16,245,39
"914","TR7",2,17,254,90
"915","TR7",2,22,258,70
"916","TR7",2,43,264,51
"917","TR7",2,52,294,17
"918","TR7",2,64,262,61
"919","TR7",2,82,187,5
"920","TR7",2,107,154,46
"921","TR7",3,16,197,53
"922","TR7",3,17,191,7
"923","TR7",3,22,184,70
"924","TR7",3,43,242,75
"925","TR7",3,52,192,43
"926","TR7",3,64,229,62
"927","TR7",3,82,179,57
"928","TR7",3,107,240,76
"929","TR7",6,16,288,21
"930","TR7",6,17,299,59
